text,group
"Attitude_x000D_
Nature_x000D_
Education",Unassigned
"Manual labor vs non Manual labor, a guesstimate of income, intelligence level.",Unassigned
"Level of education, intelligence, manual skills, practical experience.",Unassigned
"Their attitude _x000D_
If they really like a job _x000D_
Their ability to thrive in advancing at it",Unassigned
"Skills, interests, personality, values",Unassigned
If they care about people.  If responsible.   If they don't mind getting dirty,Unassigned
Income,Unassigned
"Personality traits, level of education, approximate income",Unassigned
"It depends on what they do for a living.  Honest work gives the appearance of an honest person, etc...",Unassigned
"You can sometimes know their interests and hobbies, such as someone who works full time as an artist",Unassigned
"salary, status, education, ambitions, interests",Unassigned
things they may be interested in,Unassigned
It's hard to explain. Different personalities do different things examples office work/physical work/ service work,Unassigned
Schooling,Unassigned
"Priorities, lifestyle",Unassigned
"How much they are a conformist vs. Individualist. And sometimes, if they're type a or not.",Unassigned
What they consider themselves capable of.,Unassigned
"Thier interests, assuming they like thier job",Unassigned
"You can ascertain if they are motivated, enthusiastic, the type of person who wants to keep learning and growing or somebody that is satisfied with the status quo, etc",Unassigned
Their work ethic/personality/political affiliation possibly/sex life/temperament,Unassigned
"Their talents, prorities",Unassigned
"Their interests, passions, education",Unassigned
"the tell signs might be, the conversation, there patience, there movements, there hands, there clothing can be changed, so i dont look at clothing, i ask them what they do. the way a person stands, my parents told me it was the way they shook hands or welcomed you.",Unassigned
"Education, potential likes or dislikes.",Unassigned
"Their education, training, background, some interests.",Unassigned
"Interests, skills, certain personality traits like extraversion",Unassigned
I can tell that they have self esteem and they are independent,Unassigned
If they are motivated or not.,Unassigned
"Education level. Intelligence range. Physical attributes._x000D_
",Unassigned
Education/work ethic,Unassigned
"It can tell you if they are self motivated or not. If they are a self starter. If the job requires a lot of patience (like working with kids or the disabled) If they are highly intelligent, etc",Unassigned
Interests,Unassigned
That they are willing to work shows they have some ambition and want to be self sufficient.,Unassigned
"Their schedule, their degree of self-discipline, their social skills.",Unassigned
"Most people gravitate towards jobs they at least partially enjoy.  That says a lot.  Also, how long someone has been at a job speaks to their work ethic.  The position at a job usually speaks to experience or educational level.",Unassigned
What kind of person they are n what they like to do.,Unassigned
"Personality, level of drive and ambition",Unassigned
What the like and don't like. How they are living,Unassigned
"values, interests, personality, skills",Unassigned
"personality, intelligence, situation",Unassigned
values,Unassigned
"Socio-economic status, compassion, education",Unassigned
"Whether they are creative or boring, motivated or not",Unassigned
"It depends upon the job, but typically you can tell their sense of comfort with labor, their academic/education background, their interests, and their disposition towards other humans",Unassigned
"Quality of life, ability to travel, financially stable state of mind.",Unassigned
"Priorities in life, socio-economic status, and possible interests",Unassigned
What they're passionate about.,Unassigned
If they are a hard worker.,Unassigned
"You might have an idea about some interests or hobbies they enjoy. For example, a car enthusiast may work as a mechanic, or a book lover may work in a book store or perhaps a livrary.",Unassigned
what kind of person they are.....what they enjoy doing.......,Unassigned
They're going to naturally be better with skills that they regularly use at work. They work with numbers a lot they'll probably be good at math. The user tape measure often they'll probably be good at judging short distances. Things like that you can make judgment calls on based on someone's profession. However personality judgments based off someone's career are not justified and often wrong.,Unassigned
"Are they technical, mechanical, specialized in a skill, educated, etc",Unassigned
"Morals, ethics, hard worker, socialization, and people person.",Unassigned
Education,Unassigned
"Education level, personal interests.",Unassigned
"Personality, outlook on life, extroversion & introversion, organizational skills, communication styles, lifestyle.",Unassigned
Depends on the job. But political leanings.,Unassigned
What they value and what they think they need to do in life,Unassigned
"If they went to college, trade school, etc.",Unassigned
If they are caring and responsible,Unassigned
"Their personality and work ethic, in my opinion, can reflect their job status or career.",Unassigned
roughly how much money they make,Unassigned
"Lazy, soft, physical, smart, good at math",Unassigned
How sting of a worker they are,Unassigned
Character and likes.,Unassigned
How much money they make.,Unassigned
"Their skills, their interests",Unassigned
"I think you can tell a little bit about their personality, likes, and interests. Most people work in a position that brings them some joy or fascination.",Unassigned
Their education... Aspirations for the future.,Unassigned
If they are more educated/open minded than those making minimum wage,Unassigned
Whether they are blue color or white collar...possibly what they earn...possibly what their political affiliations may be .,Unassigned
If they are adrenaline junkies or not. How well they hold up in stressful situations,Unassigned
"Attention to Detail, Drive, Academia strengths",Unassigned
Education level,Unassigned
"Interests, possibly education, financial strength or lack thereof.",Unassigned
"Is their job physical, managerial, time in life, are they just lazy, they just want to work, possible need for money etc...",Unassigned
"You can tell if they are educated, have special skills, if they network with others in their field, ballpark salary, how well they live, if they're mentally stable, disposition, if they work well with others.",Unassigned
It really depends on the job.,Unassigned
What they are interested In and what their skills are,Unassigned
"How much someone is willing to work, what role education may have played for them, how ambitious someone may be, or how much they may earn",Unassigned
"Ambition, education",Unassigned
I look at there body language and the way they talk. It tells me a lot about a person.,Unassigned
"socio-economic status , interests, future goals",Unassigned
Life / work balance. Education.,Unassigned
"You can usually get a general sense of skills, as in managers will usually be good at leadership and construction workers will be good with handiwork and applied geometry.",Unassigned
"How active they are. If the job is complicated , how mentally acute.",Unassigned
"Depending on the job, we can tell if a person is good working with their hands, good at communicating with people, able to do monotonous things day in and day out or are good at managing others.",Unassigned
"personality, level of education",Unassigned
"You can likely surmise something about their preferences, skills, and perhaps even their work ethic.",Unassigned
Very little,Unassigned
What that interest may be,Unassigned
"What kind of lifestyle they are able to afford, what kind of house they might have , or what kind of car someone might drive",Unassigned
"Sometimes education level, skill set, values",Unassigned
"Their education level, interests, personality",Unassigned
The type of job somewhat gives me insight on a person's income level.,Unassigned
What industry they’re in,Unassigned
"You know the organizations they’re involved in, their values, the skills needed for their job",Unassigned
"Depending on the job, maybe introversion/extroversion and personal values",Unassigned
Whether they  are the outdoors type depending on type of job.,Unassigned
"If they are more of an extrovert or introvert, if they prefer being inside or outside, what types of things interest them",Unassigned
Economic class,Unassigned
How busy they might be.,Unassigned
"Intelligence, caring, how much patience a person has.",Unassigned
Their character.,Unassigned
"Artistic ability, dependability, personality type",Unassigned
Probably if they're lazy or not. If they're willing to do something or just sit back and have things handed to them,Unassigned
"personality, likes/dislikes, whether they are kind, compassionate, talkative or quiet",Unassigned
"Some jobs require lots of patience, whereas others require an assertive personality",Unassigned
"Intelligence, cleanliness, patience, work ethic",Unassigned
"If they went to college, if they’re creative or logical thinking.",Unassigned
"Potentially, their moral orientation.",Unassigned
"Just how their general demeanor will be sometimes. Sales people will be more outgoing, etc.",Unassigned
type of person what they enjoy doing,Unassigned
What they’re interested in. If they’re more satisfaction/fulfillment focused or money-driven.,Unassigned
"Their intellectual ability, interest, financial status, etc",Unassigned
If they want to help people; if they are educated; skills they may have,Unassigned
If they are creative or logical.  If they like to use their for work.  If they are blue collar or professional.,Unassigned
Income; education,Unassigned
"Character, strength, grit, intelligence",Unassigned
What they spend there time doing.,Unassigned
potentially their interests or skills,Unassigned
"personality, income, interests",Unassigned
Their hands,Unassigned
caracter and peride,Unassigned
"Interests, how much they make",Unassigned
"Wealth (potentially), skills, level of education, interests",Unassigned
Skill set. Hand or mind worker. Ambition.,Unassigned
Whether they are a hands on type person or more of an office person.,Unassigned
"Their work ethic, how they might dress, what baseline skills or education they have",Unassigned
It can tells someone's personality and traits.  An example if they work in construction they have an analytical mind and could do repairs around the house.,Unassigned
"Ambition, passion",Unassigned
How dedicated or smart they are,Unassigned
Approximately how much they earn.,Unassigned
what type of personality they have,Unassigned
"How they think about people,  how they react to situations,  how they handle pressure",Unassigned
"What kind of personality they have, their interests, what motivates them.",Unassigned
"Their standard of living (income), some values (teacher = caring about children), level of education (civil engineer = at least a bachelor's degree, lawyer = JD).",Unassigned
How much they make and how smart they are,Unassigned
"Educational level, personality traits",Unassigned
Income level,Unassigned
"Whether they are liberal or conservative, whether they are a trump supporter or not",Unassigned
What they enjoy. How motivated their are. Their priorities.,Unassigned
"Commitment,  ability to be flexible,  how they interact with others",Unassigned
"What kind of schedule they have, hints at how much money they make",Unassigned
Education and hobbies,Unassigned
Conversational topics,Unassigned
what are their careers paths and interest,Unassigned
Skills,Unassigned
By their hands are they hard working or slackers,Unassigned
You can tell about their personality based on if they hold a supervisor position how they act and what their mannerisms are.  You can also tell their birth order based on how they dress,Unassigned
Attitude and personality style,Unassigned
Their personality and how they will likely treat people,Unassigned
What their interests are,Unassigned
"Values, education level, financial status",Unassigned
"You can sometimes tell the level of education they have.  Depending on how responsible the jobs is, you may be able to tell if they have passed a background check.  You might be able to determine their approximate income.",Unassigned
Right or left brained. Individualistic or conformist. Practical.,Unassigned
"Passions, work ethic, philanthropy",Unassigned
"What their education level is, how dedicated they are to their job, whether or not they travel for their job",Unassigned
Interest whether people oriented or career,Unassigned
"From only knowing what they do, I can tell one of the things they value, or at least what they believe they can do that add values to the world. If I know this information because they told me, then I can tell more from their tone of voice about how they feel about that job and possibly even work in general.",Unassigned
What they enjoy learning about,Unassigned
"How responsible they are, how hard they work",Unassigned
"Whether they have a degree, if they are a blue collar worker, If they love animals, if they love children",Unassigned
"Preserverence, tolerance, commitment,",Unassigned
"Confidence, hard worker, kind.",Unassigned
What their work ethic is,Unassigned
"All jobs are service related in some sort or fashion. What needs you fill and conditions under wich you fill the needs, will directly implicate your character.",Unassigned
Amplitude and capability,Unassigned
"Education level, income",Unassigned
You can tell what their interests are,Unassigned
"level of education_x000D_
blue collar or white collar",Unassigned
Are they dependable?,Unassigned
You might know their passions or work ethic… when people enjoy serving others and helping them it is admirable. If someone complains about their job a lot it’s not a good sign sometimes. There are also people who do a job that isn’t respected but do it to support their family. I think all jobs should be respected even if they’re not highly educated.,Unassigned
"If they're happy, some of their interests",Unassigned
"Well for instance if they do a waitress job, bartend or cashier, they probably do not have an education beyond high school if that.",Unassigned
A job reflects education level 99% of the time. It also lets me know how smart they are.,Unassigned
Dedication and stress level,Unassigned
Their dressing,Unassigned
"Education level, skills, availability",Unassigned
Their values,Unassigned
"Their financial status, to an extent, and whether they are more creative or functional. Example, a painter and a financial planner.",Unassigned
Knowing what they do helps me know how to explain my job,Unassigned
"Some aspects of their lifestyle, budget and priorities",Unassigned
If they are a people person,Unassigned
Some of their skill set.,Unassigned
"If they are emotionally stable, caring, intelligent focused",Unassigned
Their attitude towards life,Unassigned
"Work ethic, motivations, intelligence",Unassigned
"How they are,  how they live and what kind of life style they have",Unassigned
"Potentially some skills and personality traits, education level",Unassigned
"What type of experiences they most like go through at the work place, such as dealing with customers for example.",Unassigned
Weather they really will do hard work,Unassigned
They are energetic and self-sufficiant or they are lazy.,Unassigned
Background in education; left brain or right brain strength; pay,Unassigned
"SOMETIMES- What interests them, if they are drawn to help people, if they’ve had a higher level of education",Unassigned
"Whether or not they went to college for their current field, possibly whether or not they are people oriented or not, if they are good at numbers, or maybe good with their hands.",Unassigned
"What they enjoy, their personality, their socioeconomic status.",Unassigned
how much education they got,Unassigned
"I think you can tell tons of things like if the person is patient, if they’re detail oriented, if they can handle stress, if they are flexible in nature, if they are nurturing, if they are lazy, if they are hard working, etc",Unassigned
"Education level, possible interests, people skills, patience",Unassigned
"Their interest, skill set, ambition",Unassigned
If they work inside or in the field. High education.,Unassigned
"Interests, hobbies",Unassigned
"Income level, possible future opportunities, self perception of themselves and their ability, their actual ability, the ranges of their personality, etc.",Unassigned
"Personality traits.ie Salesman are generally manipulative, doctors are full of themselves, cops are liars",Unassigned
Drive and work ethic sometimes. Also sometimes financial situation and level of desperation.,Unassigned
what they like to do to earn money.,Unassigned
Their appearence.,Unassigned
Whether or not they care about other people,Unassigned
"What they enjoy, goals, ambitions, responsibility.",Unassigned
"I can learn if they are just making money or if they have a particular passion. I can possibly learn how much money they make, and therefore how much money they might be able to spend.",Unassigned
Their interests and goals,Unassigned
"I think you cal tell most by listening to them talking about their job and why they got the job. If you don't get to talk to them about their job, it's difficult to tell because there is too many possible situations. However, when the job require more attention than others, there might be indications of their personality. For example, if the job is social working or teacher, these things require time and patience towards the degree and people so that could indicate they are more educated and have more people skills.",Unassigned
"sometimes, how driven they are.",Unassigned
I think you can somewhat gauge someone's interests that way,Unassigned
"Types of leisure activities (outdoors vs indoors), talents",Unassigned
"IF they enjoy challenges, people, places  etc",Unassigned
"Hobbies sometimes, people preferences.",Unassigned
"ethics,morals.decision making,political stance",Unassigned
Skill set,Unassigned
Certain types of skills they have.,Unassigned
Sometimes the way they think about the world. How laidback or motivated they are. Sometimes you can identify someone’s skills,Unassigned
"I think it says a lot about someone, what they do for a living",Unassigned
"what they are passionate about, personality type (A/B), things they are talented at",Unassigned
Their attitude and adaptable,Unassigned
"Attitude, teamwork, abilities",Unassigned
"What their schedule might look like, if they get enough sleep, etc.",Unassigned
"interests, how their mind works",Unassigned
"Interests, education",Unassigned
If they work at a strip club they are a slut. If they work as a police officer they enforce justice.,Unassigned
"Their schedule, how much schooling they attended, their dedication (is it a calling or a job?).",Unassigned
"Roughly how much money they make, sometimes what sort of values they have",Unassigned
Level of skills or previous education.,Unassigned
"What they enjoy or are passionate about, their skill set, their life calling",Unassigned
Intelligence ambition education,Unassigned
"Work ethic, politics.",Unassigned
Depending on the industry you might be able to tell a bit about things they are interested in.  For example they probably like photography if they work in a photo studio or they like music if they work in a music store.,Unassigned
"Middle, Upperclass, poor. Depends on the person.",Unassigned
You can tell what they're interested in or what they're good at. This does not always apply as some people do work jobs they hate only for the paycheck. If someone is working a minimum wage job it may imply that the do not have higher education or just cannot find a job anywhere else.,Unassigned
"Being able to tell things about someone varies wildly from job to job, and is also specific to certain kinds of jobs. Someone working data entry or flooring installation may not have a lot you can tell about them, but a police officer would be expected to have a strong sense of right and wrong while being an upstanding citizen. There are always exceptions, but it tends to stand true most of the time.",Unassigned
"Sometimes you can tell if they are kind and compassionate, want to help people.  Or if they're strong physically because they have a physically-active job.  Most jobs have a stereotype for a reason, even though not everyone will fit that stereotype, but most will.",Unassigned
"their socioeconomic level, education level",Unassigned
"Education, class level, interests",Unassigned
"Personality_x000D_
Demeanor _x000D_
",Unassigned
"Problem is nothing holds true for all people, but you might be able to tell what their passion about, what their skilled in, or where they are at in life.",Unassigned
"It depends on the job, especially if it's a job like collections.",Unassigned
"You can tell if they are meticulous, sharp, into math or science or healthcare",Unassigned
"Values, skills",Unassigned
Education and priorities to a small extent,Unassigned
"Education, skill set ,",Unassigned
I’m not sure. Sometimes,Unassigned
"Attitudes about life, extroversion vs. introversion, and circumstances at birth",Unassigned
What they are we willing to invest effort and time in. How important money is. How creative they are. How much time they have.,Unassigned
"Work ethic, sense of morality, duty, community, family",Unassigned
"If a person is in authority over others, they may be overly dominant outside of work._x000D_
If a person performs physical labor and pride in workmanship it shows in every aspect of their life.",Unassigned
I can tell their quality of life,Unassigned
"Personality_x000D_
Compassion_x000D_
Honesty_x000D_
",Unassigned
Interpersonal skills,Unassigned
"Knowledge, patience.",Unassigned
"Who they interact with on a daily basis, some basic skills, possible interests",Unassigned
If they went to college or not,Unassigned
"Their personality, strengths, potential weaknesses, intelligence, education level, etc.",Unassigned
Their social abilities,Unassigned
"If it’s physical, you can make a guess that they are healthy. If it’s very cerebral, you can guess that they are smart._x000D_
If it’s mundane, you can guess that they are underpaid._x000D_
If they are a teacher, social worker, ER staff, etc, they are probably a kind and caring person._x000D_
It’s important to not make too many assumptions based on low-status jobs.",Unassigned
"Personality, work ethic",Unassigned
"Parta of personality,",Unassigned
"Their level of ambition, their mindset toward life in general, in some cases you can even tell their political beliefs.",Unassigned
"intelligence level ie social intelligence, problem solving skills, manual dexterity. physical health, mental health, skills.",Unassigned
"I believe that some personality types tend to gravitate towards certain types of jobs. For instance, introverts are not prone to seek jobs that have them interacting much with strangers.",Unassigned
"I believe you can tell if a person is extraverted or introverted based on their job. In addition, you can tell if a person is highly motivated and at times (not all the time) intelligence.",Unassigned
"Interests_x000D_
Dedication",Unassigned
"what the like to do_x000D_
who they like to spend time with_x000D_
what motivates them",Unassigned
"Work ethic, income, interests, political beliefs potentially",Unassigned
"If they have grease under their fingernails, they might be a mechanic. Those who are dressed very nicely probably have a white collar job.",Unassigned
How they dress and how they act,Unassigned
How trained they are and what they know how to do for money,Unassigned
"If they have a stable position that requires certain qualifications, i.e. a teacher certification than you can assume they have a degree and are accredited to do the work.",Unassigned
"Depending on the type of job, personality traits.",Unassigned
"Income, Education Level,",Unassigned
"Their level of education, the type of car they drive, how beautiful their spose may be,the amount of children",Unassigned
"Relative education level, socioeconomic status",Unassigned
You learn what a person knows and knows how to do.,Unassigned
How intellectually curious they are. How ambitious they are.,Unassigned
If they are compassionate if they are loyal. What their interests are.,Unassigned
"Their personality, and what type of person they are. Ex, dynamic, boring, etc...",Unassigned
"I think you can discern how mu h they care about money, free time, levels of activity and education.",Unassigned
"Empathy, Drive, etc.",Unassigned
Income.,Unassigned
How driven they are.,Unassigned
I do not think you can tell much about a person just from knowing what they do for a living.,Unassigned
"Their interests, knowledge, education level.",Unassigned
"Normally there are some mentalities that are common in certain fields, like medical positions tend to be practical and solution oriented. Psychology on the other hand tends to be more process oriented.",Unassigned
"Organizational skills, people skills, time management skills, understanding math/numbers/financial resources, building skills.",Unassigned
"Integrity, loyalty, trust, reliability",Unassigned
"If they have drive, patients, great communication skills",Unassigned
"Educational level, drive, character",Unassigned
"Their attitude, demeanor, and some beliefs.",Unassigned
"Their passions/interests, their giftings and personality type",Unassigned
Hard working,Unassigned
Depends on what they do for a living. It varies by job/career.,Unassigned
Perhaps their general motivation and ability to collaborate,Unassigned
WHAT THEY VALUE / IF THEY ARE MATERIALISITIC.,Unassigned
"Education_x000D_
Income_x000D_
Interests_x000D_
Personality",Unassigned
Certain assets and skills are needed to work in certain fields. Firefighters or police officers a lost of time like to lead active lifestyles. People who work in customer service are often times gregarious and caring.,Unassigned
If they go out of their way to help people,Unassigned
How hard of a worker they are is the main thing.,Unassigned
If they are skilled in trades or not.,Unassigned
Several things and nothing. For some people a job is just a source of income and others it is a lifestyle. I used to be in customer service because I liked people. Now I work with animals because they are better than people. I know several people who hate the job they do but they make great money. Money makes the world go round. Really can't live without it,Unassigned
"If they are an accountant, for example, they are good at math. A writer, knows how to tell a good story, etc. Basic, low-hanging stuff.",Unassigned
"Intelligent, driven, scholar, creative, artistic",Unassigned
"What they enjoys doing outside of working, their hobbies, something about what their passions are.",Unassigned
What they choose to dedicate their time to and and some assumptions about what it took them to get there (education),Unassigned
"Education background, their interest",Unassigned
"They're drive and ambition, work ethic",Unassigned
"You can tell if they have certain skills, determination, dedication and if they are hard workers.",Unassigned
"Personality traits. _x000D_
Example- a salesperson is likely outgoing, a nurse is someone who cares for others_x000D_
_x000D_
Their job also gives you an idea of their lifestyle based on their salary.",Unassigned
Some of their skills,Unassigned
Educational level,Unassigned
"Need, interest, goals, work ethic.",Unassigned
Possible skill set..area of intetest,Unassigned
"Their education level, talents",Unassigned
"Personal interests, strengths",Unassigned
 character,Unassigned
Beliefs and ethics,Unassigned
"Dedication, interests, work ethic,",Unassigned
General personality types associated with that job.,Unassigned
"Motivation, skills",Unassigned
Well I work day by day trying to Fit the bills and things like that,Unassigned
Financial status,Unassigned
General interests and education level,Unassigned
Their education,Unassigned
"Their personalities, ambitions, interests, etc.",Unassigned
Life style,Unassigned
"Integrity, personality, morals",Unassigned
"What they may be passionate about, what they're good at",Unassigned
Could be their values and what they believe in for the country.,Unassigned
"Income, lifestyle",Unassigned
"I don’t believe a person’s job necessarily tells you much about their character, personality or values, but perhaps it can give you an indication of how they’re likely to approach issues or where their professional strengths lie",Unassigned
"Lifestyle, personality to an extent",Unassigned
"Background, education, work ethic",Unassigned
You can usually get an idea about their income level. Sometimes you can deduce their values and interests.,Unassigned
"Work ethic, certain interests, and aspects of life style.",Unassigned
how much they value time and money,Unassigned
"Their approximate level of wealth, critical skills or personality traits needed for someone in that role",Unassigned
"What they are interested in and passionate about._x000D_
",Unassigned
"Their social status, potential personality traits.",Unassigned
"How educated they are, how ""well off"" they are, how happy they are.",Unassigned
"Their personality, will to wanna have success in life",Unassigned
Educational background,Unassigned
"What kind of work they’re willing to do, what they believe is their value to society, and how much life they live in thanks to their income",Unassigned
What their skills are,Unassigned
How they dress. How they speak.,Unassigned
I provide financial consulting to investors,Unassigned
"Confidence_x000D_
Great at science_x000D_
Great at math_x000D_
Patient",Unassigned
their intelligence and values,Unassigned
By their character and way of speaking.,Unassigned
"Hardworking, what they may like to do. What they're drive is.maybe more not sure really",Unassigned
"If they’ve received higher education, maybe their interests",Unassigned
"attitude, introvert or extrovert, strength",Unassigned
It tells about the way they could behave,Unassigned
Level of education and critical thinking/problem solving ability,Unassigned
"If they enjoy what they are doing, it tells you what guves them joy",Unassigned
Everything I can read a person like a book,Unassigned
If they like manual labor or not if they like being around people or not,Unassigned
what they are interested in and maybe what they studied in school,Unassigned
"What their personality is like, their interests and their morals",Unassigned
Their interests,Unassigned
their values,Unassigned
If you meet and engineer you'd be able to tell that they're academically smart. If you meet an artist you could tell that they're a deep thinker or emotional.,Unassigned
"What they're passionate about/interested in, what they're good at, how much they earn per hour, etc.",Unassigned
"Interests, talent",Unassigned
"What kind of work they have had to do all their life. Blue collar, white collar etc.",Unassigned
What type of person they are,Unassigned
Their interests. Their passions. Their education level.,Unassigned
"It depends on the job, but since upward mobility within socioeconomic factions happens way less than the ""anyone can come from anywhere and get rich!""  myth of America would have you believe,  it's usually a decent indication of the amount of privilege they've been handed throughout their lives. And that - again, broadly - is ususlly a pretty good yard stick for how much of an entitled a-hole they're going to be.",Unassigned
It shows there interest.,Unassigned
"Personality, Intelligence/IQ, Patience Level, Leadership Skills, Passive or Non Leadership Skills, Decision Makin Skills",Unassigned
"their values, interests, or passions. for example artists have a passion to create, if someone worked at a vegan bakery you could assume they value the lives of animals or if they work at a fishing store they like to themselves.",Unassigned
"Certain interests, education level, income level, work ethic",Unassigned
A lot of times you can tell how their brain works. Right sided vs left sided.  Creative/ serious/ logical.,Unassigned
"- very loose approximate income_x000D_
- interests/personality sometimes (if it’s a career job) _x000D_
- social standing",Unassigned
Drive,Unassigned
"Socioeconomic status, education level, level of social privilege",Unassigned
"If they are in a caretaking role, like a  teacher or nanny, they are most likely a caring person. If they are in an underpaid role, like retail they are probably young and/or poor.",Unassigned
"Interests, often their philosophy, how hard they work",Unassigned
Creative people tend to gravitate towards more right-brained creative jobs,Unassigned
Tell whether they are hard working and earnest,Unassigned
"Education level, skills, values (sometimes), interests",Unassigned
"personality,  characteristics  , background",Unassigned
"Skills, interest, motivation, dedication",Unassigned
"Smart, caring, curios",Unassigned
"Often, you can tell whether or not they need the money or just like having the extra income. Class-status, I suppose.",Unassigned
"Skills, priorities, basic values.",Unassigned
the type of job and how long they've been in the job directly influences their lifestyle and their community,Unassigned
"If they're organized, possibly if they're social, punctual. It depends on the job",Unassigned
Can indicate attitudes and perspectives.,Unassigned
"General abilities — writer vs. analytical, critical vs. abstract thinker. Education. Thought process - methodical, whimsical, etc.",Unassigned
"Dedication, education, values, physical characteristics",Unassigned
About their morals and values,Unassigned
How intelligent they are,Unassigned
What kind of stressors they deal with daily,Unassigned
Interest,Unassigned
personality. Examples: teachers generally care about others more than say a finance person. Car salesmen are usually snobby.,Unassigned
what their interests are and what they like,Unassigned
"Values… for example, I would question the values of someone who worked for a tobacco company.",Unassigned
What they're willing to do to earn a living,Unassigned
"Potentially some skills they have, some knowledge of their background.",Unassigned
Hardworking,Unassigned
Trust Reliability work habits,Unassigned
Values,Unassigned
What their basic lifestyle could be and possible their morals,Unassigned
"You can learn what major they studied in college, if they work in a specialized field. You can learn their income bracket, depending on the type of work they do. You can learn their level of education based off the type of field they are in.",Unassigned
There attitude about helping people,Unassigned
Income. Education level. Potential for self sufficiency. Potential for friendly nature,Unassigned
writer and web designer,Unassigned
"How they treat others, their knowledge of certain things (ex: technology) & their views on success/failure",Unassigned
I guess it depends on what type of job they have. Usually get some sense of their personalitie,Unassigned
Typically you can just tell if they have had secondary education or not.,Unassigned
You can tell their interest and passions if they like their job. If they don't you know they probably do things for the money and could feel sad.,Unassigned
Intelligence in that industry. Their lifestyle and expenses.,Unassigned
Civil Engineer site design and permitting for large scale commercial and residential developments,Unassigned
"Their interests, requirements, skills, and other",Unassigned
There ambitions possible. Whether they settle or want more.,Unassigned
"Well, I can get a certain idea of the person but I can't really get to know a person just based on their way of living.",Unassigned
Alot,Unassigned
"Their values, how much they value Their time",Unassigned
If they make good money,Unassigned
Economic status,Unassigned
The way they dress and express themselves,Unassigned
If they are hard working,Unassigned
"How they act and react to something they say or see_x000D_
",Unassigned
"Their personality, interests, and lifestyle based on income",Unassigned
"Their way of thinking, their network, their salary",Unassigned
what kind of person they are,Unassigned
"Their work ethic and education level, to a certain extent.",Unassigned
What they do at home in their spare time,Unassigned
You can tell what type of lifestyle they can afford.,Unassigned
"Very, very basic details such as general income and perhaps state of living. Not much else.",Unassigned
What drives them,Unassigned
traits and habits or passions work ethic and origination skills,Unassigned
__DK__,Unassigned
"The results in my data, the thrill of an experiment working, and the people",Unassigned
I would miss intellectual stimulus and it would be a waste of my education. I get satisfaction using my education within my career.,Unassigned
having a purpose in life,Unassigned
paying for life,Unassigned
having the income,Unassigned
Co workers,Unassigned
Coworkers,Unassigned
I will be bored,Unassigned
Interaction with other people and the ability to work independently.,Unassigned
Being busy,Unassigned
Money,Unassigned
Creating and relationships,Unassigned
I would miss the companionship of coworkers.,Unassigned
Friends,Unassigned
I can't stand not doing anything so I don't think I could ever stop working,Unassigned
The salary,Unassigned
The income,Unassigned
the comraderie,Unassigned
Interacting with my co-workers.,Unassigned
I would miss the paycheck and health insurance.,Unassigned
the creative and learning process,Unassigned
"Solving problems, collaborating with others, achieving something every day, structure and routine",Unassigned
The people,Unassigned
helping people,Unassigned
I really like the fact that I am helping another person be the best they can be by providing good care. I feel good about this and generally do feel appreciated.,Unassigned
Getting paid for doing something useful,Unassigned
Painting,Unassigned
I would miss interacting with my coworkers,Unassigned
Being able to take things that are broken and fixing them,Unassigned
Schedule and structure.,Unassigned
The money I make,Unassigned
Making a living for myself,Unassigned
My routine,Unassigned
The thing I will miss most is the feeling of happiness after completing a project,Unassigned
Experience,Unassigned
Communication,Unassigned
"Money, I have no joy from my job",Unassigned
The paycheck. The paycheck.,Unassigned
I would miss the bits of social interaction with some of my co-workers.,Unassigned
I will miss my work friends,Unassigned
I'd miss the pleasure of interacting with the animals,Unassigned
I would miss being around other people and talking/teaching the profession that I am passionate about. I get joy from seeing my students succeed and sharing my research with others through presentations.,Unassigned
Nothing,Unassigned
Friends at work,Unassigned
socialization,Unassigned
Being able to listen to podcasts all day,Unassigned
Talking to the airplane pilots and watching the sky.,Unassigned
Would miss the pay and being busy,Unassigned
Being able to provide for my family and myself without relying on anyone else. Being able to help others through the work I do. Feeling accomplished.,Unassigned
"I will miss the interaction and collaboration with my colleagues. At work, solving problems with team members, sharing knowledge and experiences, and celebrating successes are extremely valuable experiences. This kind of social interaction not only contributes to productivity, but also creates a sense of belonging and friendship.",Unassigned
Interaction with other adult with common interested,Unassigned
"I think what I will miss most will be the close cooperation and interaction with my colleagues, as well as the sense of accomplishment and self-realization gained through work.",Unassigned
Seeing colleagues happy with what they do,Unassigned
Feeling like I'm contributing to my community in some way,Unassigned
I would miss reading user responses.,Unassigned
Comfort,Unassigned
Would miss nothing,Unassigned
Having money,Unassigned
I'd miss interactions of others. Having to brainstorm to achieve a certain outcome is rewarding within itself.,Unassigned
money. i would have any lol,Unassigned
"Being outdoors and getting exercise, working with nature is awesome",Unassigned
purpose,Unassigned
Seeing the end product and having a sense of accomplishment,Unassigned
some of my coworkers,Unassigned
Extra Money,Unassigned
Just having something meaningful to do on a day to day basis,Unassigned
I changed my career and I would really miss the scope of my work. I help people in a way that they do not always understand,Unassigned
Travel,Unassigned
My work family,Unassigned
that what I do everyday is part of saving lives.,Unassigned
Work,Unassigned
my work team,Unassigned
Money to live and eat,Unassigned
The good people,Unassigned
Helping my patients.,Unassigned
