text,group
"You can tell how important money is to them, what skills they might have and what some of their interests might be.",Unassigned
"personality, aptitudes, income/education",Unassigned
"Their interests, their talents, their skills",Unassigned
if they work well with lots of people they are social,Unassigned
"Intelligence, motivation, values, work ethic",Unassigned
What kind of interests they have,Unassigned
"Personality, type A or B",Unassigned
"Interests, knowledge",Unassigned
Educación,Unassigned
"interests, talents, intelligence level, etc.",Unassigned
"Character, likes, abilities…",Unassigned
"What kind of training or education they had, if they are more creative or more analytical, etc.",Unassigned
"Maybe you can know what they’re good at, I.e. an accountant is good at math.",Unassigned
You will understand how their personality is along with what their general interests are based on their job. The job helps one understand what they want to do at least for that time being.,Unassigned
Some of their interests,Unassigned
Leadership qualities,Unassigned
That they like having money,Unassigned
"The way perform their job - takes pride in what they do, do job the best of their ability, people and communication skills - honesty and integrity along with respect.  Let's know the character and drive a person may have no matter what type of job it is.",Unassigned
"Their standard of living, attitude",Unassigned
"Education level, how hard working they are, how dependable they are",Unassigned
Depends on the person!,Unassigned
Their likes & dislike. What motivates their actions. What they support & drive,Unassigned
"What class of family they are, work ethic, age, personal interests, gender",Unassigned
"If they are an aggressive worker who is overtly passionate, can show that same aggressiveness towards you or others.",Unassigned
what they are passionate about,Unassigned
"Potential interests, hobbies, skills.",Unassigned
"Maybe if they have a college education or not, if they work with a job that is their hobby. If they work outdoors maybe they like outdoor activities.",Unassigned
What their skill sets and approximate level of education are,Unassigned
educational level,Unassigned
"Often: Education level, attitudes toward society, ambition level",Unassigned
Where they live. Socioeconomic status.,Unassigned
"State of mind, mental fortitude, common sense, emotional scale, dissociative tendencies, communication skills",Unassigned
" Level of commitment. Dedication. Work ethic. Ability or lack there of to be a leader. Ability or lack there of to be a good communicator. Ability or lack there of of building a team.  Level of passion. Level of interest in public service or community involvement. And in some cases, intelligence.",Unassigned
"skills, interests, ambition, education, opportunities",Unassigned
Values and priorities,Unassigned
"Their skill sets/expertise_x000D_
Education level_x000D_
",Unassigned
"Their socio-economic status_x000D_
What they might be passionate about_x000D_
Possibly their education level",Unassigned
"Work habits, personailty",Unassigned
Their strengths and their weaknesses,Unassigned
"Level of experience in a field_x000D_
Indication of education and training_x000D_
Indication of how their mind works_x000D_
Indication of interests",Unassigned
Youcan tell how intelligent a person is,Unassigned
"I can tell if they do their work off the backs of others, which can say something about their character",Unassigned
"What they like to do, if they value money or passion",Unassigned
"In some cases, you can gauge their skills and abilities based upon the well-known requirements of a particular job",Unassigned
"General attitude, interests",Unassigned
If they are handy or more technical. You can tell someone's intelligence based on what kind of jobs they have,Unassigned
"Motivation, education, personality",Unassigned
"Lifestyle, social status, interests",Unassigned
"Education, standard of living",Unassigned
Their work ethic and how they treat others,Unassigned
what they're interested in,Unassigned
General worldview,Unassigned
"If they are intelligent, smart, ambitious, selfish, greedy, lazy.",Unassigned
Work ethic,Unassigned
"Interests, work ethic, education",Unassigned
"How they act and/or dress in certain fields of business. In retail, such as Macy’s, Nordstrom, or Bloomingdale’s, it’s easy to tell who is a manager and who isn’t based on how they dress and how they act. This is also true for fine jewellery stores and banks as well.",Unassigned
"if they are more creative or more numbers based, how much they make, if they will understand my humor",Unassigned
Skills and ethics,Unassigned
"Their social class, what most of their day is consumed by, the opportunities likely to be available to them",Unassigned
"Education, physical condition, and perhaps a hint about how they spend their leisure time.",Unassigned
"Likely educational background, interests",Unassigned
Usually you know what they are good at/ what kind of skills they are inclined towards learning. The biggest thing to learn about them would be what their tone is when they say what they do. Do they enjoy it? Do they not? The average person will spend 8 hrs a day doing their job. So their attitude towards it gives you their outlook on life,Unassigned
Interests. Ability to adapt. Demeanor. How they work with other people.,Unassigned
How they go about in their thinking process,Unassigned
By how they think about life,Unassigned
"Their level of excitement, connection and pending job a lot their interests!",Unassigned
"If they are outgoing, a nerd, an analytical mind, if the love children, etc",Unassigned
Drive and determination,Unassigned
"What they are willing to do to provide for themselves. How much time they give to their profession versus family life, socializing, exercising, hobbies, etc. The kinds of experiences and interactions that they will typically have, and how that forms them.",Unassigned
Whether or not you can trust them or do they look sneaky,Unassigned
Their ethics,Unassigned
Maybe what they are interested in. What they are good at,Unassigned
"Maybe what they enjoy, if they are comfortable economically _x000D_
Maybe what they will accept or are willing to do if they are not economically comfortable. _x000D_
Number of hours or jobs speaks to needs and/or motivation.",Unassigned
Responsibility,Unassigned
"Depending on what they do for a living tells me if they are detail oriented, a hard worker, or what their general interests might be.",Unassigned
"Their socio/economic status in, what they’re good at, what their expertise is, things like that.",Unassigned
"It depends, sometimes it might let you know a little about their education in the language they are working in.  It might tell you things they find important.  It might tell you what they are willing to do to support themselves.",Unassigned
You can tell what a person does based on their uniform.,Unassigned
"How intelligent they may be, what skills they may have, what training they may have, possibly what they are passionate about",Unassigned
Work ethic. Competency,Unassigned
"Are they dedicated , willing to support themselves and trying to better thier way of living.",Unassigned
Depends on the job. Sometimes their ideals will become a little clearer. Sometimes it tells you if a person is willing to put up with some BS to find their hobbies.,Unassigned
"attitude, the way they dress",Unassigned
"You can if they seem happy with the job._x000D_
",Unassigned
You can tell that they probably are skilled in that area.,Unassigned
"Education, interests, knowledge,",Unassigned
"Work ethic, sometimes level of education, willingness to serve,",Unassigned
"Their schedule (would we have similar down time)._x000D_
_x000D_
",Unassigned
"Certain jobs will inherently require certain types of people, often a certain attitude- like cops, social workers, teachers, doctors, attorneys, etc. Certain jobs offer an income above the average income, and therefore a lack of understanding what “normal folk” experiences might be.  Or maybe if someone works a low income job you might assume they are uneducated or grew up with very few opportunities.",Unassigned
Passion,Unassigned
"You can have some idea of their values by the way that they talk about their work.  If they are a leader where they work, they probably have some leadership skills.  If they are passionate about their work, you can gain some insight into what they are passionate about.",Unassigned
"Their attitude, educational level, morals",Unassigned
White collar vs blue collar,Unassigned
"Interests, background, education",Unassigned
Their interests. Possibly their values. Likely their general income level.,Unassigned
"Intelligence, work ethic, activity level",Unassigned
"Blue collar, likes being around people,",Unassigned
Their interests and strengths,Unassigned
"How much they value money, depending on the position, their politics or hobbies",Unassigned
"If they are a hard worker, if they are compassionate.",Unassigned
They might be smart,Unassigned
WHAT THEIR SKILLS ARE WHAT TYPE OF THE PERSON IS,Unassigned
"It’s hard to say. Some people truly do find their “calling” and it reflects their passions and values, while others just work to make money.",Unassigned
"If they work in sales, strong odds are they're pretty douchey. Also certain mission-driven organizations' employees typically align to certain flavors of world views.",Unassigned
"Determination _x000D_
Self Worth_x000D_
Leadership or Team Qualities_x000D_
",Unassigned
"Education level, sometimes interests, ambition",Unassigned
People in medicine or teaching likely value their contributions more than money.,Unassigned
It’s a reflection of their outlook on life,Unassigned
How they feel about people,Unassigned
What their passions are,Unassigned
"Some values depending on the job, but not always",Unassigned
"Leadership skills, general interests, income",Unassigned
"interests, beliefs, desires",Unassigned
Their values. Their attitude.,Unassigned
"Skill set_x000D_
Possibly, education level",Unassigned
More of their personality type and how they react/emotional state.,Unassigned
Their character,Unassigned
Interests and concerns,Unassigned
"To a degree, their basic level of expertise/education/interests/",Unassigned
"Level of education, political focus, determination",Unassigned
"What their interests are_x000D_
Their attitude toward work - a vocation or just an occupation_x000D_
",Unassigned
Whether blue or white collar,Unassigned
"Creativity, Knowledge & execution of whatever they do, which usually carries over into their personal lives",Unassigned
"It can tell something about their interests, engagement in the world, if they are driven in life, social skills. What they find important in life",Unassigned
If they are a Christian or not.,Unassigned
"Work ethic, lifestyle, manners, morals.",Unassigned
"Their education level, drive, aspects of their personality",Unassigned
What kind of interests they have.,Unassigned
"One's job can reflect on their physical capabilities and personal beliefs. Ypu wouldn't see someone who was anti-abortion working at a Planned Parenthood. Likewise, someone who is disabled and in need of a wheelchair would have a difficult time working at an establishment that requires going up steep inclines.",Unassigned
"some stuff abt their schedule, the opportunities open to them, sometimes skill set or motivation but not necessary",Unassigned
"Potential salary, work ethics, personality traits, worldviews",Unassigned
The way dress and how they live,Unassigned
Social class,Unassigned
"Personality characteristics, skills",Unassigned
"Education, skills, compassion",Unassigned
"Are they physically fit, or prefer sitting all day; are they out going or shy.",Unassigned
Depending on their attitude towards the kind of work they do,Unassigned
"Their work ethic and education level,  and sometimes, their personality (i.e. leadership qualities, independence).",Unassigned
Sometimes you can tell about a person's hobbies and skills by what they do for a living.,Unassigned
What education they have and what their near future looks like,Unassigned
"If they work a high pressure job , I know they are confident and capable",Unassigned
"what they are passionate about, if they truly care about helping people or just making money, if they are patient or not",Unassigned
If they care about people; if the care about money,Unassigned
"You can generally determine their education level, their income, and what they value in life.",Unassigned
"Financial status, personality",Unassigned
Wear their interests are,Unassigned
"Whether they’re a hard worker, maybe their ethics",Unassigned
"The words they use, the way the conduct themselves",Unassigned
"Their interests, their past life choices, their level of effort",Unassigned
"Professional skills, possibly goals and interests",Unassigned
"Personality trait, type of lifestyle, interests and hobbies",Unassigned
Pride,Unassigned
"1. They way person spends food, clothes etc.",Unassigned
Their standards if they are a go-getter and if they're out to do better for themselves,Unassigned
"Interests, education, personality.",Unassigned
"What drives them, ie. material possessions vs the greater good",Unassigned
"Temperament, some personality aspects, and the kind of lifestyle that they might live",Unassigned
"Attitude_x000D_
Nature_x000D_
Education",Unassigned
"Manual labor vs non Manual labor, a guesstimate of income, intelligence level.",Unassigned
"Level of education, intelligence, manual skills, practical experience.",Unassigned
"Their attitude _x000D_
If they really like a job _x000D_
Their ability to thrive in advancing at it",Unassigned
"Skills, interests, personality, values",Unassigned
If they care about people.  If responsible.   If they don't mind getting dirty,Unassigned
Income,Unassigned
"Personality traits, level of education, approximate income",Unassigned
"It depends on what they do for a living.  Honest work gives the appearance of an honest person, etc...",Unassigned
"You can sometimes know their interests and hobbies, such as someone who works full time as an artist",Unassigned
"salary, status, education, ambitions, interests",Unassigned
things they may be interested in,Unassigned
It's hard to explain. Different personalities do different things examples office work/physical work/ service work,Unassigned
Schooling,Unassigned
"Priorities, lifestyle",Unassigned
"How much they are a conformist vs. Individualist. And sometimes, if they're type a or not.",Unassigned
What they consider themselves capable of.,Unassigned
"Thier interests, assuming they like thier job",Unassigned
"You can ascertain if they are motivated, enthusiastic, the type of person who wants to keep learning and growing or somebody that is satisfied with the status quo, etc",Unassigned
Their work ethic/personality/political affiliation possibly/sex life/temperament,Unassigned
"Their talents, prorities",Unassigned
"Their interests, passions, education",Unassigned
"the tell signs might be, the conversation, there patience, there movements, there hands, there clothing can be changed, so i dont look at clothing, i ask them what they do. the way a person stands, my parents told me it was the way they shook hands or welcomed you.",Unassigned
"Education, potential likes or dislikes.",Unassigned
"Their education, training, background, some interests.",Unassigned
"Interests, skills, certain personality traits like extraversion",Unassigned
I can tell that they have self esteem and they are independent,Unassigned
If they are motivated or not.,Unassigned
"Education level. Intelligence range. Physical attributes._x000D_
",Unassigned
Education/work ethic,Unassigned
"It can tell you if they are self motivated or not. If they are a self starter. If the job requires a lot of patience (like working with kids or the disabled) If they are highly intelligent, etc",Unassigned
Interests,Unassigned
That they are willing to work shows they have some ambition and want to be self sufficient.,Unassigned
"Their schedule, their degree of self-discipline, their social skills.",Unassigned
"Most people gravitate towards jobs they at least partially enjoy.  That says a lot.  Also, how long someone has been at a job speaks to their work ethic.  The position at a job usually speaks to experience or educational level.",Unassigned
What kind of person they are n what they like to do.,Unassigned
"Personality, level of drive and ambition",Unassigned
What the like and don't like. How they are living,Unassigned
"values, interests, personality, skills",Unassigned
"personality, intelligence, situation",Unassigned
values,Unassigned
"Socio-economic status, compassion, education",Unassigned
"Whether they are creative or boring, motivated or not",Unassigned
"It depends upon the job, but typically you can tell their sense of comfort with labor, their academic/education background, their interests, and their disposition towards other humans",Unassigned
"Quality of life, ability to travel, financially stable state of mind.",Unassigned
"Priorities in life, socio-economic status, and possible interests",Unassigned
What they're passionate about.,Unassigned
If they are a hard worker.,Unassigned
"You might have an idea about some interests or hobbies they enjoy. For example, a car enthusiast may work as a mechanic, or a book lover may work in a book store or perhaps a livrary.",Unassigned
what kind of person they are.....what they enjoy doing.......,Unassigned
They're going to naturally be better with skills that they regularly use at work. They work with numbers a lot they'll probably be good at math. The user tape measure often they'll probably be good at judging short distances. Things like that you can make judgment calls on based on someone's profession. However personality judgments based off someone's career are not justified and often wrong.,Unassigned
"Are they technical, mechanical, specialized in a skill, educated, etc",Unassigned
"Morals, ethics, hard worker, socialization, and people person.",Unassigned
Education,Unassigned
"Education level, personal interests.",Unassigned
"Personality, outlook on life, extroversion & introversion, organizational skills, communication styles, lifestyle.",Unassigned
Depends on the job. But political leanings.,Unassigned
What they value and what they think they need to do in life,Unassigned
"If they went to college, trade school, etc.",Unassigned
If they are caring and responsible,Unassigned
"Their personality and work ethic, in my opinion, can reflect their job status or career.",Unassigned
roughly how much money they make,Unassigned
"Lazy, soft, physical, smart, good at math",Unassigned
How sting of a worker they are,Unassigned
Character and likes.,Unassigned
How much money they make.,Unassigned
"Their skills, their interests",Unassigned
"I think you can tell a little bit about their personality, likes, and interests. Most people work in a position that brings them some joy or fascination.",Unassigned
Their education... Aspirations for the future.,Unassigned
If they are more educated/open minded than those making minimum wage,Unassigned
Whether they are blue color or white collar...possibly what they earn...possibly what their political affiliations may be .,Unassigned
If they are adrenaline junkies or not. How well they hold up in stressful situations,Unassigned
"Attention to Detail, Drive, Academia strengths",Unassigned
Education level,Unassigned
"Interests, possibly education, financial strength or lack thereof.",Unassigned
"Is their job physical, managerial, time in life, are they just lazy, they just want to work, possible need for money etc...",Unassigned
"You can tell if they are educated, have special skills, if they network with others in their field, ballpark salary, how well they live, if they're mentally stable, disposition, if they work well with others.",Unassigned
It really depends on the job.,Unassigned
What they are interested In and what their skills are,Unassigned
"How much someone is willing to work, what role education may have played for them, how ambitious someone may be, or how much they may earn",Unassigned
"Ambition, education",Unassigned
I look at there body language and the way they talk. It tells me a lot about a person.,Unassigned
"socio-economic status , interests, future goals",Unassigned
Life / work balance. Education.,Unassigned
"You can usually get a general sense of skills, as in managers will usually be good at leadership and construction workers will be good with handiwork and applied geometry.",Unassigned
"How active they are. If the job is complicated , how mentally acute.",Unassigned
"Depending on the job, we can tell if a person is good working with their hands, good at communicating with people, able to do monotonous things day in and day out or are good at managing others.",Unassigned
"personality, level of education",Unassigned
"You can likely surmise something about their preferences, skills, and perhaps even their work ethic.",Unassigned
Very little,Unassigned
What that interest may be,Unassigned
"What kind of lifestyle they are able to afford, what kind of house they might have , or what kind of car someone might drive",Unassigned
"Sometimes education level, skill set, values",Unassigned
"Their education level, interests, personality",Unassigned
The type of job somewhat gives me insight on a person's income level.,Unassigned
What industry they’re in,Unassigned
"You know the organizations they’re involved in, their values, the skills needed for their job",Unassigned
"Depending on the job, maybe introversion/extroversion and personal values",Unassigned
Whether they  are the outdoors type depending on type of job.,Unassigned
"If they are more of an extrovert or introvert, if they prefer being inside or outside, what types of things interest them",Unassigned
Economic class,Unassigned
How busy they might be.,Unassigned
"Intelligence, caring, how much patience a person has.",Unassigned
Their character.,Unassigned
"Artistic ability, dependability, personality type",Unassigned
Probably if they're lazy or not. If they're willing to do something or just sit back and have things handed to them,Unassigned
"personality, likes/dislikes, whether they are kind, compassionate, talkative or quiet",Unassigned
"Some jobs require lots of patience, whereas others require an assertive personality",Unassigned
"Intelligence, cleanliness, patience, work ethic",Unassigned
"If they went to college, if they’re creative or logical thinking.",Unassigned
"Potentially, their moral orientation.",Unassigned
"Just how their general demeanor will be sometimes. Sales people will be more outgoing, etc.",Unassigned
type of person what they enjoy doing,Unassigned
What they’re interested in. If they’re more satisfaction/fulfillment focused or money-driven.,Unassigned
"Their intellectual ability, interest, financial status, etc",Unassigned
If they want to help people; if they are educated; skills they may have,Unassigned
If they are creative or logical.  If they like to use their for work.  If they are blue collar or professional.,Unassigned
Income; education,Unassigned
"Character, strength, grit, intelligence",Unassigned
What they spend there time doing.,Unassigned
potentially their interests or skills,Unassigned
"personality, income, interests",Unassigned
Their hands,Unassigned
caracter and peride,Unassigned
"Interests, how much they make",Unassigned
"Wealth (potentially), skills, level of education, interests",Unassigned
Skill set. Hand or mind worker. Ambition.,Unassigned
Whether they are a hands on type person or more of an office person.,Unassigned
"Their work ethic, how they might dress, what baseline skills or education they have",Unassigned
It can tells someone's personality and traits.  An example if they work in construction they have an analytical mind and could do repairs around the house.,Unassigned
"Ambition, passion",Unassigned
How dedicated or smart they are,Unassigned
Approximately how much they earn.,Unassigned
what type of personality they have,Unassigned
"How they think about people,  how they react to situations,  how they handle pressure",Unassigned
"What kind of personality they have, their interests, what motivates them.",Unassigned
"Their standard of living (income), some values (teacher = caring about children), level of education (civil engineer = at least a bachelor's degree, lawyer = JD).",Unassigned
How much they make and how smart they are,Unassigned
"Educational level, personality traits",Unassigned
Income level,Unassigned
"Whether they are liberal or conservative, whether they are a trump supporter or not",Unassigned
What they enjoy. How motivated their are. Their priorities.,Unassigned
"Commitment,  ability to be flexible,  how they interact with others",Unassigned
"What kind of schedule they have, hints at how much money they make",Unassigned
Education and hobbies,Unassigned
Conversational topics,Unassigned
what are their careers paths and interest,Unassigned
Skills,Unassigned
By their hands are they hard working or slackers,Unassigned
You can tell about their personality based on if they hold a supervisor position how they act and what their mannerisms are.  You can also tell their birth order based on how they dress,Unassigned
Attitude and personality style,Unassigned
Their personality and how they will likely treat people,Unassigned
What their interests are,Unassigned
"Values, education level, financial status",Unassigned
"You can sometimes tell the level of education they have.  Depending on how responsible the jobs is, you may be able to tell if they have passed a background check.  You might be able to determine their approximate income.",Unassigned
Right or left brained. Individualistic or conformist. Practical.,Unassigned
"Passions, work ethic, philanthropy",Unassigned
"What their education level is, how dedicated they are to their job, whether or not they travel for their job",Unassigned
Interest whether people oriented or career,Unassigned
"From only knowing what they do, I can tell one of the things they value, or at least what they believe they can do that add values to the world. If I know this information because they told me, then I can tell more from their tone of voice about how they feel about that job and possibly even work in general.",Unassigned
What they enjoy learning about,Unassigned
"How responsible they are, how hard they work",Unassigned
"Whether they have a degree, if they are a blue collar worker, If they love animals, if they love children",Unassigned
"Preserverence, tolerance, commitment,",Unassigned
"Confidence, hard worker, kind.",Unassigned
What their work ethic is,Unassigned
"All jobs are service related in some sort or fashion. What needs you fill and conditions under wich you fill the needs, will directly implicate your character.",Unassigned
Amplitude and capability,Unassigned
"Education level, income",Unassigned
You can tell what their interests are,Unassigned
"level of education_x000D_
blue collar or white collar",Unassigned
Are they dependable?,Unassigned
You might know their passions or work ethic… when people enjoy serving others and helping them it is admirable. If someone complains about their job a lot it’s not a good sign sometimes. There are also people who do a job that isn’t respected but do it to support their family. I think all jobs should be respected even if they’re not highly educated.,Unassigned
"If they're happy, some of their interests",Unassigned
"Well for instance if they do a waitress job, bartend or cashier, they probably do not have an education beyond high school if that.",Unassigned
A job reflects education level 99% of the time. It also lets me know how smart they are.,Unassigned
Dedication and stress level,Unassigned
Their dressing,Unassigned
"Education level, skills, availability",Unassigned
Their values,Unassigned
"Their financial status, to an extent, and whether they are more creative or functional. Example, a painter and a financial planner.",Unassigned
Knowing what they do helps me know how to explain my job,Unassigned
"Some aspects of their lifestyle, budget and priorities",Unassigned
If they are a people person,Unassigned
Some of their skill set.,Unassigned
"If they are emotionally stable, caring, intelligent focused",Unassigned
Their attitude towards life,Unassigned
"Work ethic, motivations, intelligence",Unassigned
"How they are,  how they live and what kind of life style they have",Unassigned
"Potentially some skills and personality traits, education level",Unassigned
"What type of experiences they most like go through at the work place, such as dealing with customers for example.",Unassigned
Weather they really will do hard work,Unassigned
They are energetic and self-sufficiant or they are lazy.,Unassigned
Background in education; left brain or right brain strength; pay,Unassigned
"SOMETIMES- What interests them, if they are drawn to help people, if they’ve had a higher level of education",Unassigned
"Whether or not they went to college for their current field, possibly whether or not they are people oriented or not, if they are good at numbers, or maybe good with their hands.",Unassigned
"What they enjoy, their personality, their socioeconomic status.",Unassigned
how much education they got,Unassigned
"I think you can tell tons of things like if the person is patient, if they’re detail oriented, if they can handle stress, if they are flexible in nature, if they are nurturing, if they are lazy, if they are hard working, etc",Unassigned
"Education level, possible interests, people skills, patience",Unassigned
"Their interest, skill set, ambition",Unassigned
If they work inside or in the field. High education.,Unassigned
"Interests, hobbies",Unassigned
"Income level, possible future opportunities, self perception of themselves and their ability, their actual ability, the ranges of their personality, etc.",Unassigned
"Personality traits.ie Salesman are generally manipulative, doctors are full of themselves, cops are liars",Unassigned
Drive and work ethic sometimes. Also sometimes financial situation and level of desperation.,Unassigned
what they like to do to earn money.,Unassigned
Their appearence.,Unassigned
Whether or not they care about other people,Unassigned
"What they enjoy, goals, ambitions, responsibility.",Unassigned
"I can learn if they are just making money or if they have a particular passion. I can possibly learn how much money they make, and therefore how much money they might be able to spend.",Unassigned
Their interests and goals,Unassigned
"I think you cal tell most by listening to them talking about their job and why they got the job. If you don't get to talk to them about their job, it's difficult to tell because there is too many possible situations. However, when the job require more attention than others, there might be indications of their personality. For example, if the job is social working or teacher, these things require time and patience towards the degree and people so that could indicate they are more educated and have more people skills.",Unassigned
"sometimes, how driven they are.",Unassigned
I think you can somewhat gauge someone's interests that way,Unassigned
"Types of leisure activities (outdoors vs indoors), talents",Unassigned
"IF they enjoy challenges, people, places  etc",Unassigned
"Hobbies sometimes, people preferences.",Unassigned
"ethics,morals.decision making,political stance",Unassigned
Skill set,Unassigned
Certain types of skills they have.,Unassigned
Sometimes the way they think about the world. How laidback or motivated they are. Sometimes you can identify someone’s skills,Unassigned
"I think it says a lot about someone, what they do for a living",Unassigned
"what they are passionate about, personality type (A/B), things they are talented at",Unassigned
Their attitude and adaptable,Unassigned
"Attitude, teamwork, abilities",Unassigned
"What their schedule might look like, if they get enough sleep, etc.",Unassigned
"interests, how their mind works",Unassigned
"Interests, education",Unassigned
If they work at a strip club they are a slut. If they work as a police officer they enforce justice.,Unassigned
"Their schedule, how much schooling they attended, their dedication (is it a calling or a job?).",Unassigned
"Roughly how much money they make, sometimes what sort of values they have",Unassigned
Level of skills or previous education.,Unassigned
"What they enjoy or are passionate about, their skill set, their life calling",Unassigned
Intelligence ambition education,Unassigned
"Work ethic, politics.",Unassigned
Depending on the industry you might be able to tell a bit about things they are interested in.  For example they probably like photography if they work in a photo studio or they like music if they work in a music store.,Unassigned
"Middle, Upperclass, poor. Depends on the person.",Unassigned
You can tell what they're interested in or what they're good at. This does not always apply as some people do work jobs they hate only for the paycheck. If someone is working a minimum wage job it may imply that the do not have higher education or just cannot find a job anywhere else.,Unassigned
"Being able to tell things about someone varies wildly from job to job, and is also specific to certain kinds of jobs. Someone working data entry or flooring installation may not have a lot you can tell about them, but a police officer would be expected to have a strong sense of right and wrong while being an upstanding citizen. There are always exceptions, but it tends to stand true most of the time.",Unassigned
"Sometimes you can tell if they are kind and compassionate, want to help people.  Or if they're strong physically because they have a physically-active job.  Most jobs have a stereotype for a reason, even though not everyone will fit that stereotype, but most will.",Unassigned
"their socioeconomic level, education level",Unassigned
"Education, class level, interests",Unassigned
"Personality_x000D_
Demeanor _x000D_
",Unassigned
"Problem is nothing holds true for all people, but you might be able to tell what their passion about, what their skilled in, or where they are at in life.",Unassigned
"It depends on the job, especially if it's a job like collections.",Unassigned
"You can tell if they are meticulous, sharp, into math or science or healthcare",Unassigned
"Values, skills",Unassigned
Education and priorities to a small extent,Unassigned
"Education, skill set ,",Unassigned
I’m not sure. Sometimes,Unassigned
"Attitudes about life, extroversion vs. introversion, and circumstances at birth",Unassigned
What they are we willing to invest effort and time in. How important money is. How creative they are. How much time they have.,Unassigned
"Work ethic, sense of morality, duty, community, family",Unassigned
"If a person is in authority over others, they may be overly dominant outside of work._x000D_
If a person performs physical labor and pride in workmanship it shows in every aspect of their life.",Unassigned
I can tell their quality of life,Unassigned
"Personality_x000D_
Compassion_x000D_
Honesty_x000D_
",Unassigned
Interpersonal skills,Unassigned
"Knowledge, patience.",Unassigned
"Who they interact with on a daily basis, some basic skills, possible interests",Unassigned
If they went to college or not,Unassigned
"Their personality, strengths, potential weaknesses, intelligence, education level, etc.",Unassigned
Their social abilities,Unassigned
"If it’s physical, you can make a guess that they are healthy. If it’s very cerebral, you can guess that they are smart._x000D_
If it’s mundane, you can guess that they are underpaid._x000D_
If they are a teacher, social worker, ER staff, etc, they are probably a kind and caring person._x000D_
It’s important to not make too many assumptions based on low-status jobs.",Unassigned
"Personality, work ethic",Unassigned
"Parta of personality,",Unassigned
"Their level of ambition, their mindset toward life in general, in some cases you can even tell their political beliefs.",Unassigned
"intelligence level ie social intelligence, problem solving skills, manual dexterity. physical health, mental health, skills.",Unassigned
"I believe that some personality types tend to gravitate towards certain types of jobs. For instance, introverts are not prone to seek jobs that have them interacting much with strangers.",Unassigned
"I believe you can tell if a person is extraverted or introverted based on their job. In addition, you can tell if a person is highly motivated and at times (not all the time) intelligence.",Unassigned
"Interests_x000D_
Dedication",Unassigned
"what the like to do_x000D_
who they like to spend time with_x000D_
what motivates them",Unassigned
"Work ethic, income, interests, political beliefs potentially",Unassigned
"If they have grease under their fingernails, they might be a mechanic. Those who are dressed very nicely probably have a white collar job.",Unassigned
How they dress and how they act,Unassigned
How trained they are and what they know how to do for money,Unassigned
"If they have a stable position that requires certain qualifications, i.e. a teacher certification than you can assume they have a degree and are accredited to do the work.",Unassigned
"Depending on the type of job, personality traits.",Unassigned
"Income, Education Level,",Unassigned
"Their level of education, the type of car they drive, how beautiful their spose may be,the amount of children",Unassigned
"Relative education level, socioeconomic status",Unassigned
You learn what a person knows and knows how to do.,Unassigned
How intellectually curious they are. How ambitious they are.,Unassigned
If they are compassionate if they are loyal. What their interests are.,Unassigned
"Their personality, and what type of person they are. Ex, dynamic, boring, etc...",Unassigned
"I think you can discern how mu h they care about money, free time, levels of activity and education.",Unassigned
"Empathy, Drive, etc.",Unassigned
Income.,Unassigned
How driven they are.,Unassigned
I do not think you can tell much about a person just from knowing what they do for a living.,Unassigned
"Their interests, knowledge, education level.",Unassigned
"Normally there are some mentalities that are common in certain fields, like medical positions tend to be practical and solution oriented. Psychology on the other hand tends to be more process oriented.",Unassigned
"Organizational skills, people skills, time management skills, understanding math/numbers/financial resources, building skills.",Unassigned
"Integrity, loyalty, trust, reliability",Unassigned
"If they have drive, patients, great communication skills",Unassigned
"Educational level, drive, character",Unassigned
"Their attitude, demeanor, and some beliefs.",Unassigned
"Their passions/interests, their giftings and personality type",Unassigned
Hard working,Unassigned
Depends on what they do for a living. It varies by job/career.,Unassigned
Perhaps their general motivation and ability to collaborate,Unassigned
WHAT THEY VALUE / IF THEY ARE MATERIALISITIC.,Unassigned
"Education_x000D_
Income_x000D_
Interests_x000D_
Personality",Unassigned
Certain assets and skills are needed to work in certain fields. Firefighters or police officers a lost of time like to lead active lifestyles. People who work in customer service are often times gregarious and caring.,Unassigned
If they go out of their way to help people,Unassigned
How hard of a worker they are is the main thing.,Unassigned
If they are skilled in trades or not.,Unassigned
Several things and nothing. For some people a job is just a source of income and others it is a lifestyle. I used to be in customer service because I liked people. Now I work with animals because they are better than people. I know several people who hate the job they do but they make great money. Money makes the world go round. Really can't live without it,Unassigned
"If they are an accountant, for example, they are good at math. A writer, knows how to tell a good story, etc. Basic, low-hanging stuff.",Unassigned
"Intelligent, driven, scholar, creative, artistic",Unassigned
"What they enjoys doing outside of working, their hobbies, something about what their passions are.",Unassigned
What they choose to dedicate their time to and and some assumptions about what it took them to get there (education),Unassigned
"Education background, their interest",Unassigned
"They're drive and ambition, work ethic",Unassigned
"You can tell if they have certain skills, determination, dedication and if they are hard workers.",Unassigned
"Personality traits. _x000D_
Example- a salesperson is likely outgoing, a nurse is someone who cares for others_x000D_
_x000D_
Their job also gives you an idea of their lifestyle based on their salary.",Unassigned
Some of their skills,Unassigned
Educational level,Unassigned
"Need, interest, goals, work ethic.",Unassigned
Possible skill set..area of intetest,Unassigned
"Their education level, talents",Unassigned
"Personal interests, strengths",Unassigned
 character,Unassigned
Beliefs and ethics,Unassigned
